Model,Scenario,Region,Variable,Unit,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Category,IMP_marker
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2100_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2100_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2100_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR10p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR1p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR2p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR4p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR10p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR1p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR2p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR4p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1600_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1600f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_NPi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.1,EN_NPi2100_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.1,NGFS2_Below 2°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.1,NGFS2_Delayed Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,NGFS2_Nationally Determined Contributions (NDCs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.2,COV_GreenPush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.2,COV_GreenPush_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.2,COV_GreenPush_550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
MESSAGEix-GLOBIOM_1.2,COV_GreenPush_max_GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.2,COV_GreenPush_min_GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.2,COV_NoPolicyNoCOVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.2,COV_NoPolicyNoCOVID_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.2,COV_NoPolicyNoCOVID_550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
MESSAGEix-GLOBIOM_1.2,COV_Restore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.2,COV_Restore_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.2,COV_Restore_550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_max_GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_min_GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.2,COV_SmartUse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM_1.2,COV_SmartUse_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.2,COV_SmartUse_550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_lc_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_lc_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_lc_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_lc_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
AIM/CGE 2.2,EN_NPi2020_900f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,Neg-2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES ADVANCE,ADVANCE_2020_1.5C-2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
POLES ADVANCE,ADVANCE_2020_Med2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ADVANCE,ADVANCE_2020_WB2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES ADVANCE,ADVANCE_2030_1.5C-2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES ADVANCE,ADVANCE_2030_Med2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ADVANCE,ADVANCE_2030_Price1.5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES ADVANCE,ADVANCE_2030_WB2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES ADVANCE,ADVANCE_INDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ADVANCE,ADVANCE_NoPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES ADVANCE,ADVANCE_Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES CD-LINKS,CD-LINKS_NoPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES EMF30,EMF30_BCOC-EndU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES EMF30,EMF30_Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES EMF30,EMF30_D_BCOC-Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES EMF30,EMF30_D_CO2-Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES EMF30,EMF30_D_Frozen-CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES EMF30,EMF30_D_Frozen-EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES EMF30,EMF30_D_Frozen-EF-EndU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES EMF30,EMF30_D_Frozen-EF-SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES EMF30,EMF30_Slower-to-faster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES EMF33,EMF33_Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES EMF33,EMF33_Med2C_cost100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES EMF33,EMF33_Med2C_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES EMF33,EMF33_Med2C_limbio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES EMF33,EMF33_Med2C_nobeccs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES EMF33,EMF33_Med2C_nofuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES EMF33,EMF33_Med2C_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES EMF33,EMF33_WB2C_cost100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
POLES EMF33,EMF33_WB2C_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
POLES EMF33,EMF33_WB2C_nofuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
POLES EMF33,EMF33_tax_hi_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES EMF33,EMF33_tax_hi_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES EMF33,EMF33_tax_lo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES EMF33,EMF33_tax_lo_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_INDCi2030_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2030_1000_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2030_1000_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2030_1000_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2030_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2030_1000f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
